Statistic,Quarter,Sector,value
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Industry (excl. Construction),13346.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Industry - of which Manufacturing,12183.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Construction,4476.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,"Distribution, Transport, Hotels and Restaurants",8975.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Information and Communication,2613.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Financial and Insurance Activities,5510.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Real Estate Activities,5838.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,"Professional, Admin and Support Services",5072.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,"Public Admin, Education and Health",7519.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,"Arts, Entertainment and Other Services",878.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q2,All Sectors,48899.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,"Agriculture, Forestry and Fishing",464.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Industry (excl. Construction),13529.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Industry - of which Manufacturing,12365.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Construction,4530.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,"Distribution, Transport, Hotels and Restaurants",9024.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Information and Communication,2633.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Financial and Insurance Activities,5515.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Real Estate Activities,6014.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,"Professional, Admin and Support Services",5080.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,"Public Admin, Education and Health",7536.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,"Arts, Entertainment and Other Services",912.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q3,All Sectors,47966.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,"Agriculture, Forestry and Fishing",441.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Industry (excl. Construction),13796.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Industry - of which Manufacturing,12568.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Construction,4588.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,"Distribution, Transport, Hotels and Restaurants",9116.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Information and Communication,2657.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Financial and Insurance Activities,5728.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Real Estate Activities,6521.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,"Professional, Admin and Support Services",4836.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,"Public Admin, Education and Health",7653.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,"Arts, Entertainment and Other Services",936.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2005Q4,All Sectors,50527.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,"Agriculture, Forestry and Fishing",465.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Industry (excl. Construction),13771.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Industry - of which Manufacturing,12560.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Construction,4689.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,"Distribution, Transport, Hotels and Restaurants",9356.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Information and Communication,2656.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Financial and Insurance Activities,6159.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Real Estate Activities,6754.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,"Professional, Admin and Support Services",4527.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,"Public Admin, Education and Health",7734.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,"Arts, Entertainment and Other Services",997.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q1,All Sectors,50230.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,"Agriculture, Forestry and Fishing",438.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Industry (excl. Construction),14945.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Industry - of which Manufacturing,13713.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Construction,4582.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,"Distribution, Transport, Hotels and Restaurants",9477.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Information and Communication,2690.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Financial and Insurance Activities,6174.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Real Estate Activities,6553.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,"Professional, Admin and Support Services",4254.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,"Public Admin, Education and Health",7858.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,"Arts, Entertainment and Other Services",1014.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q2,All Sectors,50747.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,"Agriculture, Forestry and Fishing",322.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Industry (excl. Construction),13971.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Industry - of which Manufacturing,12755.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Construction,4705.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,"Distribution, Transport, Hotels and Restaurants",9480.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Information and Communication,3160.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Financial and Insurance Activities,6055.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Real Estate Activities,6763.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,"Professional, Admin and Support Services",4175.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,"Public Admin, Education and Health",8026.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,"Arts, Entertainment and Other Services",1001.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q3,All Sectors,50973.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,"Agriculture, Forestry and Fishing",447.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Industry (excl. Construction),13747.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Industry - of which Manufacturing,12487.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Construction,4651.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,"Distribution, Transport, Hotels and Restaurants",9936.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Information and Communication,3190.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Financial and Insurance Activities,6333.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Real Estate Activities,6804.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,"Professional, Admin and Support Services",4378.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,"Public Admin, Education and Health",8106.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,"Arts, Entertainment and Other Services",1048.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2006Q4,All Sectors,51817.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,"Agriculture, Forestry and Fishing",476.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Industry (excl. Construction),15071.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Industry - of which Manufacturing,13821.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Construction,4867.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,"Distribution, Transport, Hotels and Restaurants",10362.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Information and Communication,3601.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Financial and Insurance Activities,6279.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Real Estate Activities,6627.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,"Professional, Admin and Support Services",4930.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,"Public Admin, Education and Health",8323.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,"Arts, Entertainment and Other Services",1024.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q1,All Sectors,54227.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,"Agriculture, Forestry and Fishing",480.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Industry (excl. Construction),14214.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Industry - of which Manufacturing,12985.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Construction,4661.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,"Distribution, Transport, Hotels and Restaurants",10530.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Information and Communication,3639.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Financial and Insurance Activities,6396.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Real Estate Activities,6635.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,"Professional, Admin and Support Services",5415.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,"Public Admin, Education and Health",8333.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,"Arts, Entertainment and Other Services",1010.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q2,All Sectors,54004.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,"Agriculture, Forestry and Fishing",429.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Industry (excl. Construction),15147.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Industry - of which Manufacturing,13839.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Construction,4593.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,"Distribution, Transport, Hotels and Restaurants",10600.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Information and Communication,3120.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Financial and Insurance Activities,6708.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Real Estate Activities,6436.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,"Professional, Admin and Support Services",5727.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,"Public Admin, Education and Health",8435.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,"Arts, Entertainment and Other Services",1068.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q3,All Sectors,52889.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,"Agriculture, Forestry and Fishing",425.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Industry (excl. Construction),15662.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Industry - of which Manufacturing,14488.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Construction,4660.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,"Distribution, Transport, Hotels and Restaurants",10712.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Information and Communication,3429.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Financial and Insurance Activities,6256.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Real Estate Activities,6804.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,"Professional, Admin and Support Services",5805.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,"Public Admin, Education and Health",8447.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,"Arts, Entertainment and Other Services",1019.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2007Q4,All Sectors,55367.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,"Agriculture, Forestry and Fishing",476.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Industry (excl. Construction),13605.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Industry - of which Manufacturing,12328.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Construction,4795.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,"Distribution, Transport, Hotels and Restaurants",10573.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Information and Communication,3615.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Financial and Insurance Activities,6613.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Real Estate Activities,6338.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,"Professional, Admin and Support Services",5720.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,"Public Admin, Education and Health",8467.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,"Arts, Entertainment and Other Services",1037.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q1,All Sectors,53896.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,"Agriculture, Forestry and Fishing",416.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Industry (excl. Construction),14073.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Industry - of which Manufacturing,12774.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Construction,4580.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,"Distribution, Transport, Hotels and Restaurants",10337.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Information and Communication,3779.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Financial and Insurance Activities,6407.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Real Estate Activities,6106.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,"Professional, Admin and Support Services",5686.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,"Public Admin, Education and Health",8606.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,"Arts, Entertainment and Other Services",1056.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q2,All Sectors,53101.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,"Agriculture, Forestry and Fishing",532.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Industry (excl. Construction),14101.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Industry - of which Manufacturing,12851.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Construction,4356.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,"Distribution, Transport, Hotels and Restaurants",10158.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Information and Communication,4168.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Financial and Insurance Activities,6504.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Real Estate Activities,5784.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,"Professional, Admin and Support Services",5688.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,"Public Admin, Education and Health",8567.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,"Arts, Entertainment and Other Services",1023.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q3,All Sectors,53374.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,"Agriculture, Forestry and Fishing",479.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Industry (excl. Construction),12887.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Industry - of which Manufacturing,11537.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Construction,3941.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,"Distribution, Transport, Hotels and Restaurants",9785.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Information and Communication,3957.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Financial and Insurance Activities,6333.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Real Estate Activities,5580.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,"Professional, Admin and Support Services",5572.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,"Public Admin, Education and Health",8790.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,"Arts, Entertainment and Other Services",963.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2008Q4,All Sectors,51167.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,"Agriculture, Forestry and Fishing",389.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Industry (excl. Construction),13433.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Industry - of which Manufacturing,12162.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Construction,3644.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,"Distribution, Transport, Hotels and Restaurants",8970.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Information and Communication,3927.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Financial and Insurance Activities,6183.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Real Estate Activities,5593.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,"Professional, Admin and Support Services",5344.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,"Public Admin, Education and Health",8553.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,"Arts, Entertainment and Other Services",1012.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q1,All Sectors,51599.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,"Agriculture, Forestry and Fishing",410.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Industry (excl. Construction),13618.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Industry - of which Manufacturing,12467.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Construction,3369.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,"Distribution, Transport, Hotels and Restaurants",8952.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Information and Communication,4066.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Financial and Insurance Activities,6304.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Real Estate Activities,5447.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,"Professional, Admin and Support Services",5319.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,"Public Admin, Education and Health",8570.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,"Arts, Entertainment and Other Services",1020.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q2,All Sectors,51633.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,"Agriculture, Forestry and Fishing",369.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Industry (excl. Construction),12544.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Industry - of which Manufacturing,11387.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Construction,3037.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,"Distribution, Transport, Hotels and Restaurants",8985.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Information and Communication,4505.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Financial and Insurance Activities,6346.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Real Estate Activities,5427.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,"Professional, Admin and Support Services",5297.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,"Public Admin, Education and Health",8561.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,"Arts, Entertainment and Other Services",979.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q3,All Sectors,51100.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,"Agriculture, Forestry and Fishing",437.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Industry (excl. Construction),12754.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Industry - of which Manufacturing,11608.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Construction,2785.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,"Distribution, Transport, Hotels and Restaurants",9059.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Information and Communication,4005.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Financial and Insurance Activities,5806.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Real Estate Activities,5389.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,"Professional, Admin and Support Services",5340.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,"Public Admin, Education and Health",8558.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,"Arts, Entertainment and Other Services",973.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2009Q4,All Sectors,50167.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,"Agriculture, Forestry and Fishing",481.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Industry (excl. Construction),13686.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Industry - of which Manufacturing,12509.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Construction,2507.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,"Distribution, Transport, Hotels and Restaurants",8900.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Information and Communication,4119.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Financial and Insurance Activities,6576.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Real Estate Activities,5243.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,"Professional, Admin and Support Services",5451.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,"Public Admin, Education and Health",8580.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,"Arts, Entertainment and Other Services",945.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q1,All Sectors,51430.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,"Agriculture, Forestry and Fishing",517.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Industry (excl. Construction),12753.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Industry - of which Manufacturing,11562.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Construction,2509.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,"Distribution, Transport, Hotels and Restaurants",8928.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Information and Communication,4329.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Financial and Insurance Activities,6856.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Real Estate Activities,5194.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,"Professional, Admin and Support Services",5399.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,"Public Admin, Education and Health",8550.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,"Arts, Entertainment and Other Services",916.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q2,All Sectors,51941.0
