Statistic,Month,Industry.Sector.NACE.Rev.2,value
Percentage Change over 1 month in Industrial Producer Index,2019 January,Electrical equipment (27),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 January,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 January,"Motor vehicles, trailers and semi-trailers (29)",-3.1
Percentage Change over 1 month in Industrial Producer Index,2019 January,Other transport equipment (30),-1.2
Percentage Change over 1 month in Industrial Producer Index,2019 January,Furniture (31),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 January,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 January,Mining and quarrying (05 to 09),-2.2
Percentage Change over 1 month in Industrial Producer Index,2019 January,Transportable goods industries (05 to 33),1.2
Percentage Change over 1 month in Industrial Producer Index,2019 January,"Food products, beverages and tobacco (10 to 12)",4.6
Percentage Change over 1 month in Industrial Producer Index,2019 January,"Manufacturing, excluding food (11 to 33)",0.6
Percentage Change over 1 month in Industrial Producer Index,2019 January,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 January,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 January,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 January,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 January,Manufacturing industries (home sales),0.9
Percentage Change over 1 month in Industrial Producer Index,2019 January,Manufacturing industries (export sales),1.3
Percentage Change over 1 month in Industrial Producer Index,2019 January,Manufacturing industries (10 to 33),1.3
Percentage Change over 1 month in Industrial Producer Index,2019 January,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 January,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.7
Percentage Change over 1 month in Industrial Producer Index,2019 February,Food products (10),0.6
Percentage Change over 1 month in Industrial Producer Index,2019 February,Meat and meat products (101),-2.8
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Fish, crustaceans and molluscs (102)",0.0
Percentage Change over 1 month in Industrial Producer Index,2019 February,Fruit and vegetables (103),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Vegetable, animal oils and fats (104)",1.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,Dairy products (105),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Grain mill and starch products, prepared animal feeds (106,109)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 February,Bakery and farinaceous products (107),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 February,Other food products (108),2.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,Manufacture of beverages (11),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 February,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 February,Textiles (13),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 February,Wearing apparel (14),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 February,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Wood and wood products, except furniture (16)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 February,Paper and paper products (17),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,Printing and reproduction of recorded media (18),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 February,Chemicals and chemical products (20),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 February,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 February,Rubber and plastic products (22),0.6
Percentage Change over 1 month in Industrial Producer Index,2019 February,Other non-metallic mineral products (23),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 February,Basic metals (24),1.2
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Fabricated metal products, except machinery and equipment (25)",0.5
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 February,Electrical equipment (27),5.8
Percentage Change over 1 month in Industrial Producer Index,2019 February,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Motor vehicles, trailers and semi-trailers (29)",0.5
Percentage Change over 1 month in Industrial Producer Index,2019 February,Other transport equipment (30),2.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,Furniture (31),-1.3
Percentage Change over 1 month in Industrial Producer Index,2019 February,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 February,Mining and quarrying (05 to 09),2.9
Percentage Change over 1 month in Industrial Producer Index,2019 February,Transportable goods industries (05 to 33),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Food products, beverages and tobacco (10 to 12)",0.6
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Manufacturing, excluding food (11 to 33)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 February,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 February,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 February,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 February,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 February,Manufacturing industries (home sales),0.7
Percentage Change over 1 month in Industrial Producer Index,2019 February,Manufacturing industries (export sales),-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 February,Manufacturing industries (10 to 33),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 February,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 February,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",-0.9
Percentage Change over 1 month in Industrial Producer Index,2019 March,Food products (10),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Meat and meat products (101),0.7
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Fish, crustaceans and molluscs (102)",1.6
Percentage Change over 1 month in Industrial Producer Index,2019 March,Fruit and vegetables (103),-1.3
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Vegetable, animal oils and fats (104)",2.2
Percentage Change over 1 month in Industrial Producer Index,2019 March,Dairy products (105),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Grain mill and starch products, prepared animal feeds (106,109)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Bakery and farinaceous products (107),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 March,Other food products (108),-0.7
Percentage Change over 1 month in Industrial Producer Index,2019 March,Manufacture of beverages (11),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 March,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 March,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 March,Wearing apparel (14),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Wood and wood products, except furniture (16)",1.6
Percentage Change over 1 month in Industrial Producer Index,2019 March,Paper and paper products (17),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Printing and reproduction of recorded media (18),1.0
Percentage Change over 1 month in Industrial Producer Index,2019 March,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 March,Chemicals and chemical products (20),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 March,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 March,Rubber and plastic products (22),0.6
Percentage Change over 1 month in Industrial Producer Index,2019 March,Other non-metallic mineral products (23),1.7
Percentage Change over 1 month in Industrial Producer Index,2019 March,Basic metals (24),1.4
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Fabricated metal products, except machinery and equipment (25)",1.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 March,Electrical equipment (27),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 March,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Motor vehicles, trailers and semi-trailers (29)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Other transport equipment (30),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Furniture (31),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 March,Mining and quarrying (05 to 09),1.3
Percentage Change over 1 month in Industrial Producer Index,2019 March,Transportable goods industries (05 to 33),0.7
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Food products, beverages and tobacco (10 to 12)",-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Manufacturing, excluding food (11 to 33)",0.8
Percentage Change over 1 month in Industrial Producer Index,2019 March,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 March,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 March,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 March,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 March,Manufacturing industries (home sales),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 March,Manufacturing industries (export sales),0.8
Percentage Change over 1 month in Industrial Producer Index,2019 March,Manufacturing industries (10 to 33),0.7
Percentage Change over 1 month in Industrial Producer Index,2019 March,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 March,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.9
Percentage Change over 1 month in Industrial Producer Index,2019 April,Food products (10),-0.9
Percentage Change over 1 month in Industrial Producer Index,2019 April,Meat and meat products (101),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Fish, crustaceans and molluscs (102)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Fruit and vegetables (103),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Vegetable, animal oils and fats (104)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 April,Dairy products (105),2.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Grain mill and starch products, prepared animal feeds (106,109)",-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 April,Bakery and farinaceous products (107),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 April,Other food products (108),-1.9
Percentage Change over 1 month in Industrial Producer Index,2019 April,Manufacture of beverages (11),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 April,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 April,Wearing apparel (14),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 April,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Wood and wood products, except furniture (16)",0.6
Percentage Change over 1 month in Industrial Producer Index,2019 April,Paper and paper products (17),-0.3
Percentage Change over 1 month in Industrial Producer Index,2019 April,Printing and reproduction of recorded media (18),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 April,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 April,Chemicals and chemical products (20),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 April,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 April,Rubber and plastic products (22),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 April,Other non-metallic mineral products (23),1.6
Percentage Change over 1 month in Industrial Producer Index,2019 April,Basic metals (24),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Fabricated metal products, except machinery and equipment (25)",-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 April,Electrical equipment (27),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Motor vehicles, trailers and semi-trailers (29)",-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Other transport equipment (30),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 April,Furniture (31),0.8
Percentage Change over 1 month in Industrial Producer Index,2019 April,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 April,Mining and quarrying (05 to 09),2.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Transportable goods industries (05 to 33),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Food products, beverages and tobacco (10 to 12)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Manufacturing, excluding food (11 to 33)",0.2
Percentage Change over 1 month in Industrial Producer Index,2019 April,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 April,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 April,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 April,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 April,Manufacturing industries (home sales),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Manufacturing industries (export sales),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Manufacturing industries (10 to 33),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 April,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 April,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.2
Percentage Change over 1 month in Industrial Producer Index,2019 May,Food products (10),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,Meat and meat products (101),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Fish, crustaceans and molluscs (102)",0.2
Percentage Change over 1 month in Industrial Producer Index,2019 May,Fruit and vegetables (103),1.3
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Vegetable, animal oils and fats (104)",-0.7
Percentage Change over 1 month in Industrial Producer Index,2019 May,Dairy products (105),0.6
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Grain mill and starch products, prepared animal feeds (106,109)",-1.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Bakery and farinaceous products (107),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,Other food products (108),-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 May,Manufacture of beverages (11),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 May,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Wearing apparel (14),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Wood and wood products, except furniture (16)",0.9
Percentage Change over 1 month in Industrial Producer Index,2019 May,Paper and paper products (17),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,Printing and reproduction of recorded media (18),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 May,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 May,Chemicals and chemical products (20),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 May,Rubber and plastic products (22),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,Other non-metallic mineral products (23),0.4
Percentage Change over 1 month in Industrial Producer Index,2019 May,Basic metals (24),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Fabricated metal products, except machinery and equipment (25)",-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 May,Electrical equipment (27),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Motor vehicles, trailers and semi-trailers (29)",0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Other transport equipment (30),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Furniture (31),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 May,Mining and quarrying (05 to 09),-3.3
Percentage Change over 1 month in Industrial Producer Index,2019 May,Transportable goods industries (05 to 33),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Food products, beverages and tobacco (10 to 12)",-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Manufacturing, excluding food (11 to 33)",0.4
Percentage Change over 1 month in Industrial Producer Index,2019 May,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 May,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 May,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 May,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 May,Manufacturing industries (home sales),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 May,Manufacturing industries (export sales),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 May,Manufacturing industries (10 to 33),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 May,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 May,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Food products (10),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 June,Meat and meat products (101),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Fish, crustaceans and molluscs (102)",-1.3
Percentage Change over 1 month in Industrial Producer Index,2019 June,Fruit and vegetables (103),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Vegetable, animal oils and fats (104)",-2.1
Percentage Change over 1 month in Industrial Producer Index,2019 June,Dairy products (105),1.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Grain mill and starch products, prepared animal feeds (106,109)",-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 June,Bakery and farinaceous products (107),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Other food products (108),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 June,Manufacture of beverages (11),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 June,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 June,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 June,Wearing apparel (14),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 June,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Wood and wood products, except furniture (16)",-2.7
Percentage Change over 1 month in Industrial Producer Index,2019 June,Paper and paper products (17),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Printing and reproduction of recorded media (18),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 June,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 June,Chemicals and chemical products (20),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 June,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 June,Rubber and plastic products (22),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Other non-metallic mineral products (23),-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 June,Basic metals (24),-1.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Fabricated metal products, except machinery and equipment (25)",-1.0
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 June,Electrical equipment (27),-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 June,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Motor vehicles, trailers and semi-trailers (29)",0.0
Percentage Change over 1 month in Industrial Producer Index,2019 June,Other transport equipment (30),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 June,Furniture (31),0.6
Percentage Change over 1 month in Industrial Producer Index,2019 June,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 June,Mining and quarrying (05 to 09),-2.2
Percentage Change over 1 month in Industrial Producer Index,2019 June,Transportable goods industries (05 to 33),-0.3
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Food products, beverages and tobacco (10 to 12)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Manufacturing, excluding food (11 to 33)",-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 June,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 June,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 June,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 June,Manufacturing industries (home sales),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 June,Manufacturing industries (export sales),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Manufacturing industries (10 to 33),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 June,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 June,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 July,Food products (10),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 July,Meat and meat products (101),-1.2
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Fish, crustaceans and molluscs (102)",4.5
Percentage Change over 1 month in Industrial Producer Index,2019 July,Fruit and vegetables (103),-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Vegetable, animal oils and fats (104)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 July,Dairy products (105),0.8
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Grain mill and starch products, prepared animal feeds (106,109)",-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 July,Bakery and farinaceous products (107),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 July,Other food products (108),1.2
Percentage Change over 1 month in Industrial Producer Index,2019 July,Manufacture of beverages (11),1.9
Percentage Change over 1 month in Industrial Producer Index,2019 July,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 July,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,Wearing apparel (14),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Wood and wood products, except furniture (16)",-1.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,Paper and paper products (17),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 July,Printing and reproduction of recorded media (18),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 July,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 July,Chemicals and chemical products (20),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 July,Rubber and plastic products (22),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 July,Other non-metallic mineral products (23),-1.3
Percentage Change over 1 month in Industrial Producer Index,2019 July,Basic metals (24),-1.8
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Fabricated metal products, except machinery and equipment (25)",-0.3
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 July,Electrical equipment (27),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 July,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Motor vehicles, trailers and semi-trailers (29)",-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 July,Other transport equipment (30),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,Furniture (31),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 July,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 July,Mining and quarrying (05 to 09),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 July,Transportable goods industries (05 to 33),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Food products, beverages and tobacco (10 to 12)",1.0
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Manufacturing, excluding food (11 to 33)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 July,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 July,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 July,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 July,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 July,Manufacturing industries (home sales),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 July,Manufacturing industries (export sales),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 July,Manufacturing industries (10 to 33),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 July,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 July,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 August,Food products (10),0.4
Percentage Change over 1 month in Industrial Producer Index,2019 August,Meat and meat products (101),-1.9
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Fish, crustaceans and molluscs (102)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 August,Fruit and vegetables (103),-0.5
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Vegetable, animal oils and fats (104)",-1.9
Percentage Change over 1 month in Industrial Producer Index,2019 August,Dairy products (105),0.8
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Grain mill and starch products, prepared animal feeds (106,109)",-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 August,Bakery and farinaceous products (107),-0.3
Percentage Change over 1 month in Industrial Producer Index,2019 August,Other food products (108),1.4
Percentage Change over 1 month in Industrial Producer Index,2019 August,Manufacture of beverages (11),-0.3
Percentage Change over 1 month in Industrial Producer Index,2019 August,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 August,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 August,Wearing apparel (14),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 August,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Wood and wood products, except furniture (16)",-1.8
Percentage Change over 1 month in Industrial Producer Index,2019 August,Paper and paper products (17),-0.3
Percentage Change over 1 month in Industrial Producer Index,2019 August,Printing and reproduction of recorded media (18),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 August,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 August,Chemicals and chemical products (20),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 August,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 August,Rubber and plastic products (22),-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 August,Other non-metallic mineral products (23),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 August,Basic metals (24),-1.6
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Fabricated metal products, except machinery and equipment (25)",-0.7
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 August,Electrical equipment (27),-0.2
Percentage Change over 1 month in Industrial Producer Index,2019 August,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Motor vehicles, trailers and semi-trailers (29)",0.0
Percentage Change over 1 month in Industrial Producer Index,2019 August,Other transport equipment (30),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 August,Furniture (31),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 August,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 August,Mining and quarrying (05 to 09),-2.1
Percentage Change over 1 month in Industrial Producer Index,2019 August,Transportable goods industries (05 to 33),0.4
